,famrel,freetime,goout,Dalc,Walc,health,absences,G3,G2_cat,G1_cat,serial_number
342,4.0,4.0,5.0,1.0,2.0,2.0,0.0,14,High,high,00342
343,4.0,3.0,3.0,1.0,1.0,3.0,0.0,17,High,high,00343
344,1.0,4.0,2.0,2.0,2.0,1.0,0.0,17,High,high,00344
345,4.0,2.0,4.0,1.0,1.0,4.0,0.0,15,High,high,00345
346,4.0,1.0,1.0,2.0,2.0,5.0,0.0,13,mid,Mid,00346
347,5.0,3.0,4.0,1.0,1.0,5.0,0.0,8,Low,low,00347
348,4.0,3.0,3.0,1.0,1.0,3.0,0.0,16,High,high,00348
349,5.0,2.0,2.0,1.0,2.0,,0.0,18,High,high,00349
350,4.0,3.0,1.0,1.0,1.0,5.0,0.0,11,mid,Mid,00350
351,5.0,5.0,3.0,1.0,1.0,5.0,0.0,15,High,high,00351
352,4.0,5.0,3.0,1.0,2.0,5.0,0.0,11,mid,Mid,00352
353,3.0,4.0,4.0,1.0,2.0,5.0,2.0,11,mid,Mid,00353
354,5.0,3.0,3.0,1.0,2.0,1.0,2.0,15,mid,Mid,00354
355,4.0,2.0,1.0,1.0,,3.0,2.0,14,,Mid,00355
356,4.0,4.0,4.0,1.0,1.0,5.0,,17,High,high,00356
357,4.0,3.0,4.0,1.0,1.0,5.0,2.0,17,High,high,00357
358,3.0,2.0,4.0,1.0,4.0,1.0,8.0,15,mid,Mid,00358
359,4.0,3.0,4.0,2.0,5.0,5.0,,17,High,high,00359
360,4.0,1.0,4.0,1.0,1.0,3.0,8.0,14,mid,Mid,00360
361,5.0,4.0,4.0,1.0,1.0,1.0,9.0,10,mid,Mid,00361
362,4.0,4.0,4.0,3.0,3.0,5.0,0.0,13,mid,Mid,00362
363,5.0,4.0,4.0,1.0,1.0,1.0,4.0,14,mid,Mid,00363
364,5.0,,4.0,1.0,,5.0,2.0,17,High,high,00364
365,5.0,2.0,,1.0,2.0,5.0,14.0,17,High,high,00365
366,5.0,3.0,3.0,1.0,1.0,5.0,0.0,13,mid,Mid,00366
367,4.0,2.0,,,2.0,,2.0,14,mid,Mid,00367
368,4.0,2.0,5.0,3.0,4.0,5.0,2.0,11,mid,Mid,00368
369,1.0,5.0,5.0,4.0,3.0,5.0,,11,mid,Mid,00369
370,5.0,3.0,4.0,1.0,1.0,4.0,2.0,9,mid,Mid,00370
371,4.0,3.0,5.0,2.0,4.0,5.0,2.0,10,mid,Mid,00371
372,4.0,2.0,2.0,1.0,1.0,3.0,4.0,13,mid,Mid,00372
373,3.0,3.0,2.0,2.0,2.0,3.0,0.0,10,mid,Mid,00373
374,3.0,4.0,3.0,2.0,3.0,5.0,0.0,17,High,high,00374
375,3.0,3.0,3.0,2.0,3.0,2.0,0.0,15,High,high,00375
376,4.0,5.0,5.0,1.0,2.0,2.0,0.0,14,High,high,00376
377,4.0,3.0,3.0,2.0,2.0,3.0,0.0,13,High,high,00377
378,4.0,,5.0,3.0,5.0,5.0,0.0,17,High,high,00378
379,4.0,4.0,5.0,5.0,5.0,4.0,2.0,10,mid,Mid,00379
380,5.0,4.0,4.0,1.0,3.0,4.0,0.0,13,mid,Mid,00380
381,4.0,3.0,3.0,1.0,2.0,4.0,4.0,15,High,high,00381
382,4.0,,5.0,2.0,5.0,5.0,2.0,11,mid,Mid,00382
383,4.0,5.0,5.0,2.0,4.0,,0.0,12,mid,Mid,00383
384,5.0,3.0,4.0,2.0,2.0,5.0,0.0,10,mid,Mid,00384
385,4.0,2.0,5.0,1.0,1.0,2.0,2.0,10,mid,Mid,00385
386,4.0,4.0,3.0,1.0,1.0,5.0,0.0,15,High,high,00386
387,5.0,4.0,2.0,1.0,2.0,5.0,6.0,15,High,high,00387
388,5.0,3.0,4.0,1.0,1.0,4.0,8.0,12,mid,Mid,00388
389,4.0,3.0,3.0,1.0,1.0,2.0,0.0,12,mid,Mid,00389
390,4.0,4.0,4.0,1.0,1.0,,6.0,14,mid,Mid,00390
391,4.0,4.0,5.0,1.0,3.0,5.0,8.0,14,mid,Mid,00391
392,4.0,,2.0,2.0,3.0,2.0,0.0,15,mid,Mid,00392
393,5.0,3.0,3.0,1.0,1.0,1.0,4.0,15,High,high,00393
394,4.0,3.0,3.0,2.0,3.0,2.0,0.0,16,High,high,00394
395,4.0,3.0,3.0,2.0,2.0,2.0,0.0,13,,Mid,00395
396,4.0,3.0,3.0,1.0,3.0,5.0,6.0,17,High,high,00396
397,3.0,3.0,1.0,1.0,2.0,,18.0,14,mid,Mid,00397
398,4.0,3.0,3.0,1.0,2.0,3.0,0.0,14,mid,Mid,00398
399,5.0,4.0,3.0,2.0,3.0,1.0,4.0,17,High,high,00399
400,5.0,3.0,2.0,1.0,2.0,4.0,4.0,17,High,high,00400
401,5.0,4.0,5.0,2.0,3.0,5.0,0.0,14,mid,Mid,00401
402,4.0,4.0,3.0,1.0,3.0,4.0,0.0,13,mid,Mid,00402
403,4.0,3.0,4.0,2.0,2.0,1.0,10.0,15,High,high,00403
404,4.0,3.0,5.0,2.0,4.0,4.0,4.0,16,High,high,00404
405,,2.0,3.0,3.0,4.0,5.0,16.0,11,mid,Mid,00405
406,4.0,1.0,2.0,1.0,1.0,3.0,6.0,13,mid,Mid,00406
407,3.0,3.0,2.0,1.0,1.0,5.0,0.0,12,mid,Mid,00407
408,4.0,4.0,4.0,1.0,3.0,3.0,11.0,12,mid,Mid,00408
409,4.0,3.0,5.0,1.0,4.0,2.0,9.0,15,High,high,00409
410,4.0,3.0,4.0,1.0,3.0,4.0,0.0,17,High,high,00410
411,4.0,4.0,2.0,1.0,2.0,4.0,2.0,15,High,high,00411
412,4.0,2.0,2.0,1.0,1.0,3.0,0.0,17,High,high,00412
413,5.0,3.0,3.0,5.0,2.0,4.0,21.0,10,mid,Mid,00413
414,3.0,2.0,2.0,1.0,3.0,3.0,8.0,15,High,high,00414
415,3.0,,5.0,4.0,4.0,,5.0,11,mid,Mid,00415
416,4.0,4.0,4.0,1.0,2.0,5.0,10.0,18,,high,00416
417,4.0,3.0,4.0,1.0,2.0,2.0,5.0,17,High,high,00417
418,3.0,1.0,3.0,4.0,5.0,4.0,13.0,14,High,high,00418
419,5.0,3.0,4.0,1.0,4.0,4.0,10.0,11,mid,Mid,00419
420,4.0,1.0,4.0,1.0,3.0,4.0,10.0,17,High,high,00420
421,5.0,3.0,1.0,1.0,1.0,5.0,5.0,10,mid,Mid,00421
422,3.0,1.0,2.0,1.0,2.0,1.0,4.0,13,mid,Mid,00422
423,4.0,,3.0,1.0,,5.0,,11,mid,Mid,00423
424,4.0,4.0,4.0,1.0,1.0,5.0,,12,mid,Mid,00424
425,4.0,1.0,3.0,1.0,1.0,2.0,6.0,10,mid,Mid,00425
426,5.0,4.0,4.0,2.0,3.0,5.0,4.0,11,mid,Mid,00426
427,4.0,5.0,2.0,1.0,2.0,5.0,0.0,17,High,high,00427
428,1.0,3.0,4.0,1.0,1.0,1.0,0.0,9,mid,Mid,00428
429,5.0,3.0,2.0,1.0,3.0,2.0,5.0,11,mid,Mid,00429
430,4.0,4.0,3.0,1.0,1.0,5.0,0.0,11,mid,Mid,00430
431,4.0,5.0,4.0,1.0,2.0,5.0,0.0,10,mid,Mid,00431
432,5.0,4.0,4.0,2.0,2.0,5.0,0.0,7,Low,low,00432
433,1.0,5.0,1.0,3.0,5.0,5.0,0.0,14,High,high,00433
434,1.0,2.0,1.0,,1.0,1.0,4.0,11,mid,Mid,00434
435,5.0,4.0,3.0,1.0,2.0,4.0,0.0,10,mid,Mid,00435
436,4.0,4.0,3.0,1.0,2.0,2.0,4.0,8,Low,low,00436
437,3.0,2.0,3.0,1.0,2.0,2.0,0.0,12,mid,Mid,00437
438,5.0,5.0,5.0,1.0,3.0,,2.0,12,,Mid,00438
439,,1.0,3.0,1.0,1.0,4.0,0.0,16,High,high,00439
440,5.0,4.0,5.0,4.0,5.0,3.0,0.0,0,Low,low,00440
441,4.0,4.0,3.0,2.0,4.0,5.0,4.0,9,mid,Mid,00441
442,5.0,3.0,4.0,1.0,2.0,2.0,0.0,14,mid,Mid,00442
443,5.0,3.0,4.0,1.0,2.0,2.0,7.0,8,mid,Mid,00443
444,3.0,4.0,5.0,,2.0,5.0,4.0,11,mid,Mid,00444
445,5.0,,5.0,2.0,4.0,4.0,8.0,9,mid,Mid,00445
446,5.0,3.0,3.0,1.0,1.0,5.0,0.0,11,mid,Mid,00446
447,5.0,5.0,5.0,5.0,5.0,3.0,8.0,9,mid,Mid,00447
448,4.0,2.0,2.0,1.0,1.0,4.0,6.0,17,High,high,00448
449,5.0,1.0,2.0,1.0,1.0,1.0,,13,mid,Mid,00449
450,4.0,5.0,4.0,1.0,2.0,1.0,2.0,15,High,high,00450
451,4.0,3.0,3.0,1.0,1.0,5.0,0.0,11,mid,Mid,00451
452,4.0,4.0,5.0,1.0,1.0,4.0,4.0,11,mid,Mid,00452
453,1.0,3.0,2.0,1.0,2.0,4.0,0.0,8,mid,Mid,00453
454,1.0,,2.0,1.0,2.0,4.0,3.0,8,mid,Mid,00454
455,4.0,,2.0,3.0,,2.0,0.0,9,mid,Mid,00455
456,5.0,4.0,3.0,2.0,1.0,2.0,0.0,15,High,high,00456
457,5.0,5.0,5.0,5.0,5.0,3.0,4.0,11,mid,Mid,00457
458,4.0,3.0,2.0,1.0,1.0,1.0,0.0,13,mid,Mid,00458
459,4.0,4.0,3.0,1.0,1.0,5.0,2.0,10,mid,Mid,00459
460,4.0,3.0,3.0,1.0,1.0,2.0,1.0,11,mid,Mid,00460
461,4.0,2.0,2.0,4.0,3.0,2.0,0.0,14,mid,Mid,00461
462,4.0,2.0,1.0,1.0,2.0,2.0,0.0,14,High,high,00462
463,4.0,4.0,3.0,2.0,2.0,5.0,2.0,12,mid,Mid,00463
464,3.0,4.0,4.0,3.0,4.0,5.0,6.0,11,,Mid,00464
465,3.0,4.0,4.0,2.0,3.0,5.0,9.0,8,mid,Mid,00465
466,3.0,2.0,3.0,1.0,3.0,4.0,0.0,11,mid,Mid,00466
467,5.0,3.0,4.0,1.0,1.0,2.0,1.0,14,mid,Mid,00467
468,4.0,3.0,3.0,1.0,2.0,4.0,1.0,13,mid,Mid,00468
469,4.0,3.0,1.0,1.0,1.0,3.0,0.0,13,mid,Mid,00469
470,4.0,5.0,4.0,1.0,1.0,1.0,,12,mid,Mid,00470
471,4.0,4.0,4.0,2.0,3.0,5.0,2.0,12,mid,Mid,00471
472,,3.0,,1.0,1.0,4.0,0.0,16,High,high,00472
473,2.0,4.0,3.0,2.0,3.0,4.0,4.0,10,mid,Mid,00473
474,4.0,2.0,4.0,3.0,5.0,3.0,2.0,11,mid,Mid,00474
475,5.0,3.0,2.0,1.0,1.0,,0.0,14,mid,Mid,00475
476,5.0,4.0,3.0,1.0,1.0,5.0,2.0,8,mid,Mid,00476
477,4.0,3.0,3.0,2.0,4.0,3.0,11.0,11,mid,Mid,00477
478,3.0,4.0,3.0,1.0,1.0,1.0,0.0,8,Low,low,00478
479,4.0,5.0,3.0,1.0,1.0,5.0,4.0,10,mid,Mid,00479
480,4.0,,4.0,1.0,1.0,2.0,0.0,10,mid,Mid,00480
481,5.0,5.0,3.0,1.0,1.0,3.0,2.0,11,mid,Mid,00481
482,5.0,2.0,1.0,,3.0,4.0,0.0,9,mid,Mid,00482
483,3.0,4.0,5.0,1.0,2.0,1.0,1.0,11,mid,Mid,00483
484,4.0,3.0,4.0,1.0,2.0,1.0,6.0,8,Low,low,00484
485,4.0,3.0,5.0,1.0,2.0,4.0,0.0,11,mid,Mid,00485
486,4.0,,3.0,1.0,4.0,3.0,1.0,10,mid,Mid,00486
487,3.0,3.0,2.0,1.0,1.0,2.0,6.0,10,mid,Mid,00487
488,5.0,3.0,,1.0,1.0,3.0,6.0,9,,Mid,00488
489,4.0,4.0,3.0,3.0,4.0,4.0,0.0,10,mid,Mid,00489
490,3.0,,3.0,1.0,1.0,2.0,4.0,10,mid,Mid,00490
491,1.0,1.0,4.0,,1.0,1.0,12.0,9,mid,Mid,00491
492,3.0,3.0,2.0,1.0,1.0,3.0,2.0,10,mid,Mid,00492
493,2.0,4.0,4.0,3.0,5.0,5.0,5.0,10,mid,Mid,00493
494,4.0,4.0,5.0,1.0,3.0,3.0,0.0,9,mid,Mid,00494
495,4.0,5.0,4.0,1.0,1.0,4.0,0.0,13,mid,Mid,00495
496,4.0,4.0,4.0,2.0,2.0,,2.0,14,High,high,00496
497,5.0,4.0,5.0,3.0,4.0,5.0,0.0,10,mid,Mid,00497
498,5.0,3.0,3.0,1.0,1.0,1.0,0.0,14,mid,Mid,00498
499,4.0,2.0,5.0,1.0,2.0,5.0,0.0,16,High,high,00499
500,5.0,3.0,5.0,5.0,5.0,1.0,12.0,7,Low,low,00500
501,4.0,2.0,5.0,1.0,5.0,5.0,8.0,13,mid,Mid,00501
502,1.0,3.0,5.0,3.0,5.0,3.0,2.0,9,mid,Mid,00502
503,2.0,2.0,1.0,1.0,1.0,5.0,0.0,14,High,high,00503
504,5.0,4.0,5.0,1.0,1.0,1.0,0.0,13,mid,Mid,00504
505,4.0,,5.0,1.0,2.0,5.0,0.0,11,mid,Mid,00505
506,3.0,3.0,4.0,2.0,4.0,3.0,8.0,10,mid,Mid,00506
507,4.0,3.0,3.0,1.0,1.0,3.0,0.0,10,mid,Mid,00507
508,4.0,4.0,5.0,1.0,2.0,5.0,0.0,9,mid,Mid,00508
509,5.0,3.0,2.0,1.0,1.0,1.0,0.0,18,High,high,00509
510,5.0,3.0,2.0,1.0,1.0,1.0,0.0,17,High,high,00510
511,4.0,4.0,5.0,1.0,1.0,4.0,1.0,10,mid,Mid,00511
512,4.0,3.0,2.0,1.0,1.0,5.0,9.0,7,Low,low,00512
513,3.0,1.0,3.0,1.0,3.0,1.0,0.0,8,Low,low,00513
514,3.0,1.0,3.0,1.0,4.0,3.0,2.0,7,Low,low,00514
515,2.0,3.0,5.0,1.0,4.0,3.0,8.0,10,mid,Mid,00515
516,4.0,3.0,3.0,2.0,,2.0,0.0,16,High,high,00516
517,5.0,4.0,5.0,1.0,4.0,2.0,0.0,15,High,high,00517
518,2.0,3.0,2.0,1.0,3.0,1.0,8.0,8,Low,low,00518
519,5.0,2.0,1.0,1.0,1.0,2.0,0.0,0,Low,low,00519
520,4.0,3.0,2.0,1.0,3.0,5.0,6.0,8,mid,Mid,00520
521,3.0,3.0,3.0,1.0,1.0,2.0,0.0,10,mid,Mid,00521
522,4.0,3.0,4.0,1.0,2.0,3.0,4.0,8,mid,Mid,00522
523,5.0,5.0,5.0,5.0,5.0,5.0,2.0,6,Low,low,00523
524,4.0,2.0,1.0,1.0,1.0,2.0,2.0,8,mid,Mid,00524
525,4.0,4.0,3.0,1.0,2.0,5.0,0.0,16,High,high,00525
526,4.0,2.0,3.0,1.0,2.0,5.0,1.0,14,High,high,00526
527,5.0,1.0,3.0,2.0,2.0,3.0,0.0,10,,Mid,00527
528,5.0,1.0,3.0,1.0,2.0,5.0,5.0,9,mid,Mid,00528
529,5.0,1.0,3.0,1.0,2.0,5.0,1.0,11,mid,Mid,00529
530,4.0,1.0,4.0,5.0,5.0,3.0,8.0,9,mid,Mid,00530
531,5.0,1.0,3.0,3.0,3.0,1.0,0.0,10,mid,Mid,00531
532,4.0,2.0,2.0,1.0,4.0,5.0,2.0,8,Low,low,00532
533,3.0,2.0,2.0,1.0,1.0,3.0,0.0,16,High,high,00533
534,4.0,1.0,2.0,2.0,5.0,5.0,0.0,12,mid,Mid,00534
535,5.0,5.0,5.0,1.0,3.0,,11.0,10,mid,Mid,00535
536,5.0,4.0,5.0,2.0,3.0,5.0,8.0,14,High,high,00536
537,4.0,3.0,3.0,1.0,2.0,5.0,11.0,12,mid,Mid,00537
538,4.0,3.0,3.0,2.0,2.0,5.0,2.0,11,mid,Mid,00538
539,1.0,2.0,4.0,2.0,2.0,1.0,8.0,10,mid,Mid,00539
540,4.0,3.0,3.0,2.0,2.0,1.0,5.0,11,,Mid,00540
541,5.0,1.0,3.0,1.0,1.0,5.0,0.0,11,mid,Mid,00541
542,5.0,3.0,5.0,1.0,4.0,5.0,1.0,12,mid,Mid,00542
543,3.0,3.0,3.0,1.0,3.0,5.0,2.0,8,mid,Mid,00543
544,5.0,1.0,2.0,3.0,3.0,5.0,2.0,12,mid,Mid,00544
545,5.0,4.0,4.0,3.0,4.0,5.0,8.0,8,mid,Mid,00545
546,5.0,2.0,5.0,1.0,1.0,,0.0,16,High,high,00546
547,4.0,1.0,2.0,2.0,,2.0,0.0,11,mid,Mid,00547
548,4.0,5.0,5.0,1.0,2.0,3.0,2.0,11,mid,Mid,00548
549,4.0,3.0,3.0,2.0,3.0,5.0,0.0,18,High,high,00549
550,,1.0,2.0,2.0,2.0,5.0,0.0,13,mid,Mid,00550
551,4.0,1.0,2.0,2.0,2.0,1.0,0.0,13,High,high,00551
552,4.0,4.0,3.0,3.0,4.0,4.0,2.0,10,mid,Mid,00552
553,4.0,1.0,2.0,1.0,1.0,5.0,4.0,12,mid,Mid,00553
554,3.0,,5.0,2.0,2.0,4.0,3.0,10,mid,Mid,00554
555,4.0,3.0,4.0,1.0,1.0,3.0,5.0,13,High,high,00555
556,4.0,4.0,4.0,2.0,4.0,5.0,,11,mid,Mid,00556
557,5.0,4.0,4.0,1.0,1.0,5.0,2.0,10,mid,Mid,00557
558,,5.0,5.0,3.0,5.0,5.0,0.0,10,mid,Mid,00558
559,4.0,3.0,2.0,1.0,1.0,4.0,0.0,13,mid,Mid,00559
560,4.0,5.0,5.0,1.0,3.0,2.0,0.0,10,mid,Mid,00560
561,4.0,3.0,3.0,1.0,4.0,5.0,6.0,10,mid,Mid,00561
562,5.0,4.0,3.0,1.0,1.0,1.0,0.0,12,mid,Mid,00562
563,1.0,2.0,1.0,2.0,3.0,5.0,0.0,0,Low,low,00563
564,4.0,5.0,5.0,2.0,3.0,5.0,2.0,10,mid,Mid,00564
565,4.0,5.0,5.0,2.0,4.0,5.0,0.0,9,mid,Mid,00565
566,5.0,3.0,,2.0,3.0,5.0,2.0,9,Low,low,00566
567,2.0,3.0,1.0,2.0,2.0,5.0,0.0,0,Low,low,00567
568,3.0,2.0,1.0,1.0,1.0,3.0,4.0,9,mid,Mid,00568
569,4.0,4.0,5.0,1.0,3.0,3.0,9.0,8,mid,Mid,00569
570,5.0,4.0,3.0,2.0,4.0,4.0,,8,mid,Mid,00570
571,4.0,4.0,,1.0,3.0,5.0,4.0,9,mid,Mid,00571
572,2.0,5.0,5.0,1.0,1.0,1.0,8.0,7,Low,low,00572
573,4.0,3.0,2.0,1.0,2.0,5.0,9.0,10,mid,Mid,00573
574,4.0,4.0,3.0,2.0,4.0,4.0,12.0,10,mid,Mid,00574
575,5.0,4.0,4.0,3.0,4.0,2.0,8.0,10,mid,Mid,00575
576,2.0,5.0,5.0,5.0,5.0,5.0,8.0,11,mid,Mid,00576
577,5.0,4.0,4.0,3.0,3.0,2.0,8.0,11,mid,Mid,00577
578,4.0,5.0,4.0,2.0,3.0,3.0,,10,mid,Mid,00578
579,4.0,3.0,3.0,2.0,3.0,3.0,0.0,9,mid,Mid,00579
580,4.0,4.0,4.0,3.0,3.0,5.0,4.0,10,mid,Mid,00580
581,4.0,,3.0,1.0,1.0,5.0,,8,mid,Mid,00581
582,1.0,4.0,4.0,1.0,1.0,5.0,0.0,7,mid,Mid,00582
583,5.0,5.0,5.0,1.0,1.0,3.0,0.0,0,Low,low,00583
584,4.0,4.0,3.0,1.0,1.0,5.0,0.0,11,mid,Mid,00584
585,4.0,2.0,3.0,2.0,2.0,3.0,5.0,8,Low,low,00585
586,5.0,5.0,5.0,1.0,3.0,5.0,0.0,0,mid,Mid,00586
587,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8,Low,low,00587
588,3.0,2.0,2.0,1.0,1.0,5.0,0.0,9,mid,Mid,00588
589,5.0,5.0,1.0,1.0,1.0,3.0,0.0,10,mid,Mid,00589
590,3.0,4.0,4.0,2.0,2.0,5.0,3.0,7,mid,Mid,00590
591,4.0,3.0,5.0,1.0,1.0,1.0,2.0,14,mid,Mid,00591
592,4.0,4.0,3.0,1.0,1.0,4.0,0.0,13,,Mid,00592
593,4.0,4.0,3.0,1.0,2.0,4.0,0.0,14,mid,Mid,00593
594,4.0,3.0,5.0,1.0,2.0,1.0,0.0,18,High,high,00594
595,5.0,4.0,5.0,1.0,,,3.0,17,High,high,00595
596,4.0,3.0,3.0,1.0,2.0,4.0,0.0,18,High,high,00596
597,4.0,3.0,3.0,1.0,1.0,4.0,0.0,0,Low,low,00597
598,4.0,1.0,4.0,5.0,5.0,,8.0,11,mid,Mid,00598
599,2.0,5.0,5.0,1.0,1.0,1.0,5.0,14,mid,Mid,00599
600,4.0,2.0,3.0,3.0,4.0,4.0,4.0,14,mid,,00600
601,1.0,3.0,1.0,1.0,1.0,,4.0,10,mid,Mid,00601
602,5.0,,5.0,1.0,4.0,3.0,0.0,13,mid,Mid,00602
603,5.0,3.0,1.0,1.0,1.0,5.0,0.0,0,Low,low,00603
604,4.0,4.0,2.0,1.0,2.0,2.0,2.0,10,mid,Mid,00604
605,5.0,5.0,5.0,2.0,3.0,2.0,0.0,0,Low,low,00605
606,4.0,2.0,3.0,3.0,1.0,5.0,0.0,18,High,high,00606
607,5.0,3.0,3.0,1.0,2.0,2.0,5.0,12,mid,Mid,00607
608,5.0,2.0,3.0,1.0,2.0,3.0,2.0,11,mid,Mid,00608
609,4.0,1.0,1.0,1.0,1.0,4.0,0.0,12,mid,Mid,00609
610,3.0,5.0,4.0,1.0,4.0,1.0,0.0,0,Low,low,00610
611,4.0,2.0,1.0,1.0,1.0,4.0,5.0,15,High,high,00611
612,4.0,5.0,5.0,1.0,3.0,,4.0,11,mid,Mid,00612
613,5.0,3.0,4.0,1.0,1.0,5.0,0.0,10,mid,Mid,00613
614,4.0,3.0,3.0,1.0,2.0,5.0,2.0,12,mid,Mid,00614
615,1.0,2.0,3.0,1.0,2.0,5.0,0.0,15,High,high,00615
616,3.0,3.0,2.0,1.0,2.0,3.0,2.0,14,mid,Mid,00616
617,5.0,3.0,2.0,1.0,1.0,4.0,0.0,18,High,high,00617
618,4.0,3.0,4.0,1.0,4.0,,0.0,15,High,high,00618
619,4.0,3.0,2.0,1.0,3.0,3.0,6.0,13,mid,Mid,00619
620,2.0,3.0,4.0,1.0,1.0,1.0,4.0,15,High,high,00620
621,3.0,2.0,2.0,1.0,2.0,3.0,0.0,13,mid,Mid,00621
622,3.0,3.0,4.0,2.0,4.0,3.0,0.0,9,mid,Mid,00622
623,4.0,2.0,2.0,2.0,2.0,5.0,0.0,16,High,high,00623
624,5.0,2.0,1.0,1.0,2.0,1.0,0.0,9,mid,Mid,00624
625,5.0,2.0,3.0,1.0,2.0,4.0,0.0,10,mid,Mid,00625
626,3.0,2.0,2.0,4.0,2.0,,0.0,0,Low,low,00626
627,4.0,3.0,3.0,2.0,3.0,3.0,3.0,10,mid,Mid,00627
628,3.0,4.0,3.0,1.0,1.0,3.0,8.0,12,mid,Mid,00628
629,3.0,5.0,5.0,1.0,3.0,1.0,4.0,9,mid,Mid,00629
630,5.0,4.0,4.0,1.0,1.0,1.0,0.0,17,High,high,00630
631,4.0,3.0,2.0,1.0,2.0,4.0,4.0,12,mid,Mid,00631
632,4.0,3.0,3.0,1.0,1.0,3.0,4.0,9,mid,Mid,00632
633,5.0,4.0,3.0,3.0,4.0,2.0,1.0,14,High,high,00633
634,4.0,1.0,3.0,1.0,2.0,1.0,1.0,16,High,high,00634
635,4.0,5.0,4.0,2.0,3.0,1.0,10.0,9,mid,Mid,00635
636,,2.0,4.0,1.0,4.0,2.0,4.0,19,High,high,00636
637,4.0,4.0,3.0,1.0,3.0,5.0,,0,Low,low,00637
638,4.0,4.0,3.0,1.0,1.0,3.0,,16,High,high,00638
639,4.0,3.0,2.0,1.0,3.0,5.0,0.0,0,mid,Mid,00639
640,5.0,4.0,3.0,4.0,3.0,3.0,0.0,0,Low,low,00640
641,5.0,3.0,3.0,1.0,3.0,4.0,0.0,15,High,high,00641
642,5.0,5.0,4.0,1.0,1.0,1.0,0.0,11,mid,Mid,00642
643,4.0,4.0,3.0,2.0,2.0,5.0,4.0,10,mid,Mid,00643
644,5.0,4.0,2.0,1.0,2.0,5.0,4.0,10,mid,Mid,00644
645,4.0,3.0,4.0,1.0,1.0,1.0,4.0,16,High,high,00645
646,1.0,1.0,1.0,1.0,1.0,,6.0,9,mid,Mid,00646
647,2.0,4.0,5.0,3.0,4.0,2.0,6.0,10,mid,Mid,00647
648,4.0,4.0,1.0,3.0,4.0,5.0,4.0,11,mid,Mid,00648
